Building & Room ID,Building Name,Floor, Room size (SF),Department,Room Use Code,Actual Stations,Furniture Type,Space Category,Comments,Room Photo1,Room Photo2,Room Photo3,Room Photo4,Occupants,Function Comment
052-0 0D08-00,Science,1,215.71,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D08-00.Room%20Photo1.180910.jpg&appVersion=1.000082&signature=9e68d802fbf4bb77c740b4909bc0c0b622e46340d5e88efa6cfedc33ef6bac5e,,,,"Hackman, Christine (CSM-KINE)",
052-0 0D10-00,Science,1,334.39,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,10,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D10-00.Room%20Photo1.181145.jpg&appVersion=1.000082&signature=7acd8fae75d55cc97e5bde7685d6fd24553a1bd56cf110c844df282e478f4c46,,,,"Hackman, Christine (CSM-KINE);Roberts, Joni (Campus Health & Wellbeing);Roberts, Joni (CSM-KINE)",
052-0 0D13-00,Science,1,1192.26,117500-CSM-College of Science & Math,250 - Research Lab,20,00 Unapplicable,4 Research Laboratories,Nuestra ciencia,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D13-00.Room%20Photo1.181434.jpg&appVersion=1.000082&signature=22a812027e5a05f5f43b2f27bc72f2abfb8995447f2018fa5335e2739629e956,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D13-00.Room%20Photo2.181434.jpg&appVersion=1.000082&signature=49d0de672d45e77b128bd36690599bf62f948667ab1fd05bf897c2fc27184ab8,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D13-00.Room%20Photo3.181434.jpg&appVersion=1.000082&signature=1b93badd90446bf44ec74b85e37c1e09e22d75957a382bb8200d6c2ea2868e40,,"Yep, Alejandra (CSM-BIO);Nation, Jasmine (CSM-LS)",
052-0 0D14-00,Science,1,168.49,117500-CSM-College of Science & Math,255 - Research Lab Service,0,00 Unapplicable,4 Research Laboratories,Chemistry waste room,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D14-00.Room%20Photo1.181712.jpg&appVersion=1.000082&signature=fcf78d97df5c7a06b4321498d43f7944d2444ca14465d1a95f7f519e1063399d,,,,,
052-0 0D14-A0,Science,1,83.22,117500-CSM-College of Science & Math,255 - Research Lab Service,2,01 Tbl/Ch,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D14-A0.Room%20Photo1.181546.jpg&appVersion=1.000082&signature=1e7abc85c34d33b346ddb1c280cc4cfc7ff56f00ae3f5745dc33d2156629cc0f,,,,"Nation, Jasmine (CSM-LS)",
052-0 0D09-00,Science,1,211.18,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D09-00.Room%20Photo1.181018.jpg&appVersion=1.000082&signature=e83cfaea35d13e1bc6b28b60925d530bfcdb99397eec04a030a9850ba8311aca,,,,"Roberts, Joni (Campus Health & Wellbeing);Roberts, Joni (CSM-KINE)",
052-0 0D16-00,Science,1,215.47,117500-CSM-College of Science & Math,250 - Research Lab,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D16-00.Room%20Photo1.182033.jpg&appVersion=1.000082&signature=494c408e653a379421bc39d2a83307dc9113b44b45a7749ddeabc7ac4a0c92cf,,,,,
052-0 0D20-00,Science,1,1206.62,117500-CSM-College of Science & Math,250 - Research Lab,20,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D20-00.Room%20Photo1.182216.jpg&appVersion=1.000082&signature=039ab5eac9e82fe0524e3d08f051fe304adc297f2adb63b522cbe8a15e92ecf6,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D20-00.Room%20Photo2.182216.jpg&appVersion=1.000082&signature=a0bb1ff3aa6cdf042b244970770cc8000574407f8c247a0017c88878d4f26b94,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D20-00.Room%20Photo3.182216.jpg&appVersion=1.000082&signature=ddc20f6dbb5c91847c95a50c3470d09c70875e6cea445fd62e43b9cbaa9da4f1,,,
052-0 0D21-00,Science,1,996.77,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D21-00.Room%20Photo1.182346.jpg&appVersion=1.000082&signature=255ae8069ad72c96bc4356374806113a5689162359728e2df29a3d754a751f2e,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D21-00.Room%20Photo2.182346.jpg&appVersion=1.000082&signature=00116f7bb7b5a1c748e0db99322aad58fa3654c032d222d90463ca5096046962,,,,
052-0 0D22-00,Science,1,247.21,115100-CSM-Biological Sciences,250 - Research Lab,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D22-00.Room%20Photo1.182546.jpg&appVersion=1.000082&signature=94722612f396ab249f6953ad1ac084bf7158e552b8b61702503d54a82f9dda41,,,,,
052-0 0D23-00,Science,1,108.19,115100-CSM-Biological Sciences,250 - Research Lab,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D23-00.Room%20Photo1.182613.jpg&appVersion=1.000082&signature=c56ee3a9a7c1b0f721942c6d3c3e0db1c9f19ef1d367908b49dced930fa1af8a,,,,,
052-0 0D23-A0,Science,1,568.8,115100-CSM-Biological Sciences,250 - Research Lab,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D23-A0.Room%20Photo1.182744.jpg&appVersion=1.000082&signature=5dde0340fa9131b3ffb3ad4e1091f4ef9fb4f726c3a6e12d6e1d844f61d1736c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D23-A0.Room%20Photo2.182744.jpg&appVersion=1.000082&signature=c3ab4b489737d5f346b0775e01a92ec491cd31a5bbd5052df7d07a8cf55ef734,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D23-A0.Room%20Photo3.182744.jpg&appVersion=1.000082&signature=316c248235c1f85b5d6cecc4a32b46ea581cfbe376eaaa21a038059a47e7251c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D23-A0.Room%20Photo4.182745.jpg&appVersion=1.000082&signature=72563df8b709e9db1ef8255404fd59cb89f8525645c2956380bc2afdbdf5c3ca,,
052-0 0D15-00,Science,1,1208.89,117500-CSM-College of Science & Math,250 - Research Lab,20,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D15-00.Room%20Photo1.181942.jpg&appVersion=1.000082&signature=5b70d0bc3ccc2de23078c8c858f624370e26c3ae2ba7e53c256404e66eb91b7e,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D15-00.Room%20Photo2.181942.jpg&appVersion=1.000082&signature=5aafe412846263282a5f0645f27bc49a8236b9979e0cc1db1bb2abbe37f86484,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D15-00.Room%20Photo3.181942.jpg&appVersion=1.000082&signature=5c5a6780f5003b4800d7f8452785ad8e17022f6c7ae0cef255212c8a5236c902,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F052-0%2F052-0%200D15-00.Room%20Photo4.181943.jpg&appVersion=1.000082&signature=b1811209765681171d303723eabc4462974048006dad6d02cd24a8c2e676aec0,"Holland, Kurt (CSM-EDUC);Holland, Kurt (CSM-LS);Sapper, Erik (CSM-CHEM)",
053-0 0310-00,Science North,3,589.76,115100-CSM-Biological Sciences,311 - Staff Office,2,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200310-00.Room%20Photo1.165837.jpg&appVersion=1.000082&signature=a2ef7da37016f1f76f3751def5da6a646d6623936f0980d15a34da6517e0d256,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200310-00.Room%20Photo2.165837.jpg&appVersion=1.000082&signature=5181ccb08886a4cdc8c436e61a784d6c85789e6d8c477e4eea484fdfd759a1bf,,,"Paolilli, Dena (CSM-BIO);Merriam, John (CSM-BIO)",
053-0 0309-00,Science North,3,429.43,115100-CSM-Biological Sciences,215 - Teaching Lab Service,2,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200309-00.Room%20Photo1.170040.jpg&appVersion=1.000082&signature=52e9254639aeea9c0a4e989b6244f9f96074da10c7216908d323ff59cdc3f79c,,,,,
053-0 0308-00,Science North,3,"1,034.26",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200308-00.Room%20Photo1.170154.jpg&appVersion=1.000082&signature=57f986a0f753ee769ac2e63b50d20950f044bcf16616ad4a38983b1197f3dff4,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200308-00.Room%20Photo2.170154.jpg&appVersion=1.000082&signature=c9188029716a452f1041a8ba604eb4202d5208ac7e0d89faa787c0d4f967ddbb,,,,
053-0 0307-00,Science North,3,"1,022.18",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200307-00.Room%20Photo1.171214.jpg&appVersion=1.000082&signature=70d56672d3941ec06f441af300e3de87b6605c28a6e6591ad76f33509b5fc14d,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200307-00.Room%20Photo2.171214.jpg&appVersion=1.000082&signature=1f6aa88ce7cf5682f0b17ddcbe155d5a43610f8508c3090f8632d9924b01e121,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200307-00.Room%20Photo3.171214.jpg&appVersion=1.000082&signature=0c1dbc133fbba13017b4cfd723144f5bbf4effe35181efdde22e1baa316712e0,,,
053-0 0304-00,Science North,3,"1,052.46",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200304-00.Room%20Photo1.171824.jpg&appVersion=1.000082&signature=2afd42ae6669b26379ff19222eff01041bcccc789cdf46d86cb9b3bb8a24c827,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200304-00.Room%20Photo2.171824.jpg&appVersion=1.000082&signature=a7aa790ff1f9f0700fb84c827a27a8ddc8083a7eadc760829ee802984aa0b0b8,,,,
053-0 0305-00,Science North,3,423.5,115100-CSM-Biological Sciences,250 - Research Lab,3,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200305-00.Room%20Photo1.171707.jpg&appVersion=1.000082&signature=eb6bf60d05307acc1b4be65026beb98a4cad3d8520cd9253a482680f5c85c453,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200305-00.Room%20Photo2.171707.jpg&appVersion=1.000082&signature=35732fcbec7179776ae2dc66dc4f1d9c93856223060fb180717412322c6c971f,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200305-00.Room%20Photo3.171707.jpg&appVersion=1.000082&signature=00287faaf67072ccf2233f32eee115b9975ae164ec6f779db99f8f74dba0f0c5,,"Keeling, Elena (CSM-BIO)",
053-0 0220-00,Science North,2,162.38,115100-CSM-Biological Sciences,310 - Faculty Office,2,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200220-00.Room%20Photo1.164133.jpg&appVersion=1.000082&signature=a1d8bdcc7ba0537c580577e7ebca637a9d0a41254dcfb3da34b82b0c3dbaabbe,,,,,
053-0 0311-00,Science North,3,"1,250.75",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200311-00.Room%20Photo1.165943.jpg&appVersion=1.000082&signature=c19f598629a94d52203750d2f109a0bc569ead0f00d9ebe0b411c1727a0ed425,,,,,
053-0 0306-00,Science North,3,435.48,115100-CSM-Biological Sciences,255 - Research Lab Service,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200306-00.Room%20Photo1.171514.jpg&appVersion=1.000082&signature=edb04b7b2d0dc629a0f0fec18c9a8f390d61f53545c8900f7ae0fde6a6c164c6,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200306-00.Room%20Photo2.171514.jpg&appVersion=1.000082&signature=a9c8fdc181cdb10c75fe0103b951adca693ff1c62244ff28a942bae0454fd923,,,,
053-0 0312-00,Science North,3,736.12,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-00.Room%20Photo1.170401.jpg&appVersion=1.000082&signature=29f22910cdf3c186c98a01d4779f8d2a8373ebfa7942c49bdf19cc7084c3a8ad,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-00.Room%20Photo2.170401.jpg&appVersion=1.000082&signature=61f0ee1ec025ac90571504971649caa1be582bb14389e5e021f0957b1dbf1bc4,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-00.Room%20Photo3.170401.jpg&appVersion=1.000082&signature=f107f056b72dab1c2a4ffaa6d217d563cc4aed0aafe350ba065f16ee20f1ff9a,,,
053-0 0316-00,Science North,3,648.88,115100-CSM-Biological Sciences,250 - Research Lab,8,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200316-00.Room%20Photo1.172007.jpg&appVersion=1.000082&signature=8ba17dd5be56554be56c10d41a628825ed7707dc21cdbcb97b90f6aa9a1111e9,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200316-00.Room%20Photo2.172007.jpg&appVersion=1.000082&signature=ad0a2c642c48e0c2dc3b10293886693ff9b21dcf1c86a0f8f4c8150f50eaa6fc,,,"Adams, Nikki (CSM-BIO)",
053-0 0312-B0,Science North,3,14,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-B0.Room%20Photo1.170744.jpg&appVersion=1.000082&signature=b0e2f0914984200e1cbc18b801b72ffe8f8912e80731715bcddfe0418e26369c,,,,,
053-0 0312-C0,Science North,3,124.51,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-C0.Room%20Photo1.170639.jpg&appVersion=1.000082&signature=d49f57b4d41c61415f15240e87d9fb16c1e2b0924604b7a347c3a6a8a89918bc,,,,,
053-0 0312-D0,Science North,3,75.96,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-D0.Room%20Photo1.170706.jpg&appVersion=1.000082&signature=4ab8d11f52dc4037762b84544693a189e0d4f15945ce400b8d2d58c7d36d5636,,,,,
053-0 0312-E0,Science North,3,161.29,115100-CSM-Biological Sciences,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-E0.Room%20Photo1.170529.jpg&appVersion=1.000082&signature=108601f5dac994e3af65ff01416265462199c971bc9bf755d54b738a5f9bf4a1,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-E0.Room%20Photo2.170529.jpg&appVersion=1.000082&signature=058252d6c82a2ed1734c504d4ce529a13f5999e177460a9545feb4652a06c631,,,,
053-0 0314-00,Science North,3,69.88,115100-CSM-Biological Sciences,780 - General Storage,0,00 Unapplicable,13 Other Academic Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200314-00.Room%20Photo1.171405.jpg&appVersion=1.000082&signature=d809e634d6a82877aa65e080cdb3bf36b2df93d929fdbfc5e6d99e1c9e0be122,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200314-00.Room%20Photo2.171405.jpg&appVersion=1.000082&signature=b977e8047fbd9e5aabf85108f1d45a1707394bfc65e6840f7f8aca51af7ef8ad,,,,
053-0 0219-00,Science North,2,160.97,115100-CSM-Biological Sciences,310 - Faculty Office,2,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200219-00.Room%20Photo1.164059.jpg&appVersion=1.000082&signature=bd3e8dcc8025589cc930164ba624364fee9c5adb242fa4208cf04e4144986395,,,,"Johnson, Kevin (CSM-BIO)",
053-0 0316-A0,Science North,3,65,115100-CSM-Biological Sciences,255 - Research Lab Service,0,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200316-A0.Room%20Photo1.172055.jpg&appVersion=1.000082&signature=470bd223d8f9624c536a6237957bff0d9220ab17a9614bbcd9576bb2af12686f,,,,"Adams, Nikki (CSM-BIO)",
053-0 0317-00,Science North,3,337.23,115100-CSM-Biological Sciences,320 - Student Office,7,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200317-00.Room%20Photo1.172232.jpg&appVersion=1.000082&signature=77333348231d258c57b4373966056fa47f6d99dd2dd05ad69e382c095a871a91,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200317-00.Room%20Photo2.172232.jpg&appVersion=1.000082&signature=9eb3a30286bec061c2fe8c77bbe6ede1259d99a48f8b67e50e96438059e36577,,,"Adams, Nikki (CSM-BIO)",
053-0 0318-00,Science North,3,283.62,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,Sean Ryan office,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200318-00.Room%20Photo1.172522.jpg&appVersion=1.000082&signature=296df070d6fc67bad569bbc90e2c02e21ce2ee0fae3300cb8bf0e8600d0ef84c,,,,"Yost, Jenn (CSM-BIO);Ritter, Matt (CSM-BIO)",
053-0 0312-A0,Science North,3,83.34,115100-CSM-Biological Sciences,215 - Teaching Lab Service,1,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200312-A0.Room%20Photo1.170843.jpg&appVersion=1.000082&signature=4fd33441f759b34eaa9fc4f613756a5f791992710186baca540d95399cad07e4,,,,,
053-0 0218-00,Science North,2,168.63,115100-CSM-Biological Sciences,311 - Staff Office,2,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200218-00.Room%20Photo1.163925.jpg&appVersion=1.000082&signature=99239c3efea013069a10410ae5b4d3cb9b1a7df1c293ae46dc12579dd96af8dd,,,,,
053-0 0313-00,Science North,3,"1,393.95",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200313-00.Room%20Photo1.171054.jpg&appVersion=1.000082&signature=3c478a6b0d8149ccbf31cdb2bd1fa4639284a26404b45f91869edc10c02a9490,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200313-00.Room%20Photo2.171054.jpg&appVersion=1.000082&signature=e19ab12c243e3482b16b3290f40c3400128487bf89ed39c0163ad6bba7514f31,,,,
053-0 0216-00,Science North,2,46.37,117501-CSM-Advising Center,315 - Office Service,0,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200216-00.Room%20Photo1.165509.jpg&appVersion=1.000082&signature=0165c795f2829369003d697a6cefb7f0eb7d9994f50b4fefcdc14af9932b25ba,,,,,
053-0 0107-00,Science North,1,310.29,115100-CSM-Biological Sciences,250 - Research Lab,4,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200107-00.Room%20Photo1.161506.jpg&appVersion=1.000082&signature=dfb955231c1547e5c10b5fb4a7ea4a88e09791df8421c90a69598d7b9cfe51dd,,,,"Tomanek, Lars (CSM-BIO);Adams, Nikki (CSM-BIO)",
053-0 0108-00,Science North,1,"1,075.54",115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200108-00.Room%20Photo1.161620.jpg&appVersion=1.000082&signature=68e5a37bda24299689215f2b47a63b4413fc67be8a18084b9090adee76b9a762,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200108-00.Room%20Photo2.161620.jpg&appVersion=1.000082&signature=1ebacc0921c76d2a1cf05241bb928af9e0b2a914c267bd87a89d97c84f54b7f5,,,,
053-0 0109-00,Science North,1,282.6,115100-CSM-Biological Sciences,311 - Staff Office,3,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F053-0%2F053-0%200109-00.Room%20Photo1.162409.jpg&appVersion=1.000082&signature=b35a05bd68a3e939918e7a028e46a5db50bbc84dac5454bb1e0bf22d43efba51,,,,"Bersin, Theresa (CSM-BIO)",
